,Nationality,Title,Artist,BeginDate,EndDate,Gender,Date,Department
250,Italian,Double page fold-out plate (folios 17 and 18) from PICCOLO CIRCOLO CHIUSO,Mimmo Paladino,1948.0,,Male,1991,Prints & Illustrated Books
251,British,The Unfinished Conversation,John Akomfrah,1957.0,,Male,2012,Media and Performance Art
252,French,In-text plate (page 138) from CIRQUE DE L'ÉTOILE FILANTE,Georges Rouault,1871.0,1958.0,Male,1932,Prints & Illustrated Books
253,American,Nancy,Nancy Hellebrand,1944.0,,Female,1982,Photography
254,American,Untitled. (man with a fish),Dorothea Lange,1895.0,1965.0,Female,1963,Photography
255,American,TARGET from an untitled portfolio,Ronald Markman,1931.0,,Male,1962,Prints & Illustrated Books
256,Russian,Schema I: Construction of Axes of a Model; Schema II: Cubist Structure (Construction); and Schema III: Cubist Constructed Drawing from On New Systems in Art (O Novykh Sistemakh Visk Usstve),Kazimir Malevich,1878.0,1935.0,Male,1919,Prints & Illustrated Books
257,American,Light Trails,William Wegman,1943.0,,Male,1970,Media and Performance Art
258,American,Plate IV (folio 7) from FROM JEWISH POEMS,Maurice Grosman,1900.0,1976.0,Male,1962,Prints & Illustrated Books
259,American,The Guilty Girl Is Fragile,Louise Bourgeois,1911.0,2010.0,Female,2000,Prints & Illustrated Books
260,American,Untitled,Jarrod Beck,1977.0,,Male,2004,Drawings
261,British,Covent Garden Labourers,John Thomson,1837.0,1921.0,Male,1877,Photography
262,American,On the Fortress,Jules Pascin,1885.0,1930.0,Male,1914,Prints & Illustrated Books
263,French,In-text plate (folio 13 verso) from LA MÉTROMANIE,Jean Dubuffet,1901.0,1985.0,Male,1950,Prints & Illustrated Books
264,American,Urchin in the Grass,Richard Stankiewicz,1922.0,1983.0,Male,1956,Painting & Sculpture
265,German,Untitled from Full Moon in Aries (Vollmond im Widder),Sigmar Polke,1941.0,2010.0,Male,2004,Prints & Illustrated Books
266,French,"Sketchbook: El Golea, II",Jean Dubuffet,1901.0,1985.0,Male,1948,Drawings
267,French,Saint-Cloud,Eugène Atget,1857.0,1927.0,Male,1922,Photography
268,Japanese,#3 Looking Ahead? So Are We!,Ay-O,1931.0,,Male,1965,Prints & Illustrated Books
269,French,Headpiece (page 97) from POÈMES,Charles Despiau,1874.0,1946.0,Male,1933,Prints & Illustrated Books
270,American,The Pool - Deal,Alfred Stieglitz,1864.0,1946.0,Male,1910,Photography
271,American,Pont Neuf: The Localization of a Tetrahedron in Space from Artists & Photographs,Michael Kirby,1931.0,,Male,1970,Prints & Illustrated Books
272,French,Headpiece (page 9) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),1887.0,1965.0,Male,1951,Prints & Illustrated Books
273,American,I'se Awake,John McGreer,,,Male,1881,Photography
274,American,"""A Famous Fisherman in Action""",Times Wide World Photos,1919.0,1941.0,Gender Unknown,1932,Photography
275,British,Untitled (for Parkett no. 76),Lucy McKenzie,1977.0,,Female,2006,Prints & Illustrated Books
276,American,Sleeping Figure,Conrad Marca-Relli,1913.0,2000.0,Male,1954,Painting & Sculpture
277,French,"2nd variant of ...SHE PLACES HER CHEEK THERE... SHE EMBRACES IT... (volume II, folio 8) from PASIPHAÉ",Henri Matisse,1869.0,1954.0,Male,1962,Prints & Illustrated Books
278,American,"Evelyn Phetteplace, Shannon Sopko, Cambridge",Nicholas Nixon,1947.0,,Male,1994,Photography
279,American,Grace in Window,Tanyth Berkeley,1969.0,,Female,2006,Photography
280,American,TWO PART INVENTIONS,James McGarrell,1930.0,,Male,1965,Prints & Illustrated Books
281,American,"Plants, Cahows's Barber Shop, Chapman, Nebraska",Wright Morris,1910.0,1998.0,Male,1942,Photography
282,French,"ELIJAH TOUCHED BY AN ANGEL, plate 87 (volume II, folio 64) from the BIBLE",Marc Chagall,1887.0,1985.0,Male,1944,Prints & Illustrated Books
283,Swedish,"LORD WHO GATHERS OUR EXILES (plate, folio 12) from THE SILENT PRAYER",Peter Freudenthal,1938.0,,Male,1977,Prints & Illustrated Books
284,Spanish,"Holy Redeemer Church, San Cristóbal de la Laguna, Tenerife, Spain (Elevation and perspective sketches)",Fernando Martín Menis,1951.0,,Male,2005,Architecture & Design
285,French,Dziady,Roman Cieslewicz,1930.0,1996.0,Male,1967,Architecture & Design
286,American,Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback,1943.0,2003.0,Male,1972,Prints & Illustrated Books
287,American,Self-Portrait,Arch Connelly,1950.0,1993.0,Male,1981,Painting & Sculpture
288,American,Richard Pousette-Dart Masher,Ray Johnson,1927.0,1995.0,Male,1972,Drawings
289,American,"Backyard--Venice West, California",Robert Frank,1924.0,,Male,1956,Photography
290,American,Stay the Same Never Change,Laurel Nakadate,1975.0,,Female,2008,Film
291,French,Ireland,Henri Cartier-Bresson,1908.0,2004.0,Male,1963,Photography
292,Czech,First state of plate 6 (folio 34) from QUATRE HISTOIRES DE BLANC ET NOIR,František Kupka,1871.0,1957.0,Male,1926,Prints & Illustrated Books
293,French,"Combegrasse, Puy de Dome",Jacques-Henri Lartigue,1894.0,1986.0,Male,1922,Photography
294,American,Flag,James Riddle,1933.0,,Male,1964,Fluxus Collection
295,American,Arithmetic: Class studying under the Spear method,Frances Benjamin Johnston,1864.0,1952.0,Female,1900,Photography
296,French,"Duplicate of in-text plate from page 139 (2nd supplementary suite, plate 16) from TÊTE D'OR",Roger de La Fresnaye,1885.0,1925.0,Male,1930,Prints & Illustrated Books
297,American,"Rainbow, Lake George",Alfred Stieglitz,1864.0,1946.0,Male,1920,Photography
298,American,Attaque,Louise Bourgeois,1911.0,2010.0,Female,1948,Prints & Illustrated Books
299,American,"The Mile-High Illinois, Chicago Project (Dedication to famous architects and engineers and height comparisons to the Washington Monument, Great Pyramid of Giza, Eiffel Tower, and Empire State Building)",Frank Lloyd Wright,1867.0,1959.0,Male,1956,Architecture & Design
300,American,Untitled,Jene Highstein,1942.0,,Male,1982,Prints & Illustrated Books
301,Czech,"Variant of in-text plate from page 79 with +remarque- (supplementary suite, plate 30) from LYSISTRATA",František Kupka,1871.0,1957.0,Male,1910,Prints & Illustrated Books
302,French,"FIGURE (plate, page 13) from DU CUBISME",André Derain,1880.0,1954.0,Male,1947,Prints & Illustrated Books
303,French,"Lithograph II (plate, page 21) from REPLI",Henri Matisse,1869.0,1954.0,Male,1946,Prints & Illustrated Books
304,American,"J.R. Butler, President of the Southern Tenant Farmers' Union, Memphis, Tennessee",Dorothea Lange,1895.0,1965.0,Female,1938,Photography
305,Yugoslav,Untitled from Spirit Cooking,Marina Abramović,1946.0,,Female,1996,Prints & Illustrated Books
306,French,Dr. Scud Fly Swatter,Philippe Starck,1949.0,,Male,1998,Architecture & Design
307,Spanish,In-text plate (page 14) from TAGEBÜCHER,Antonio Saura,1930.0,1998.0,Male,1988,Prints & Illustrated Books
308,American,For Father Berrigan,Llyn Foulkes,1934.0,,Male,1973,Painting & Sculpture
309,American,Essene,Frederick Wiseman,1930.0,,Male,1972,Film
310,Swiss,Plate (folio 11) from LA VITTORIA,Jean Tinguely,1925.0,1991.0,Male,1971,Prints & Illustrated Books
311,,Untitled,Unknown,,,Gender Unknown,1926,Photography
312,Portuguese,"Banco Pinto & Sotto Mayor, Oliveira de Azeméis, Portugal (Plan and perspective sketches)",Álvaro Siza,1933.0,,Male,1972,Architecture & Design
313,German,1 mark note (Emergency currency issued by the city of Itzehoe),Wenzel Hablik,1881.0,1934.0,Male,1921,Architecture & Design
314,American,Scores (pages 5-6) from Fluxus 1,Emmett Williams,1925.0,2007.0,Male,1964,Prints & Illustrated Books
315,French,In-text plate (page 108) from PANTAGRUEL,André Derain,1880.0,1954.0,Male,1943,Prints & Illustrated Books
316,American,Smoke on Cellophane 5,Frederick Sommer,1905.0,1999.0,Male,1961,Photography
317,American,Stalin's Great Aunt,Margaret Bourke-White,1904.0,1971.0,Female,1935,Photography
318,Cuban,Mother and Child,Wifredo Lam,1902.0,1982.0,Male,1939,Drawings
319,American,Drawing for Excreta Fluxorum,George Maciunas,1931.0,1978.0,Male,1977,Prints & Illustrated Books
320,German,Are we losing touch?,Friedrich Kunath,1974.0,,Male,2003,Drawings
321,Brazilian,Untitled,Almir Mavignier,1925.0,,Male,1961,Prints & Illustrated Books
322,British,"Untitled (4 days, 3 nights, 1 summer)",Joey Kötting,1966.0,,Male,2001,Prints & Illustrated Books
323,French,Color separations for LOISIRS,Jean Dubuffet,1901.0,1985.0,Male,1966,Prints & Illustrated Books
324,American,Wayne County & the Backstreet Boys at Max's,Unknown,,,Gender Unknown,1975,Architecture & Design
325,Nationality Unknown,International Film Festival,Unknown,,,Gender Unknown,1926,Architecture & Design
326,Colombian,Untitled,Mateo López,1978.0,,Male,2009,Drawings
327,American,"Haiti, Port-au-Prince, Cemetery",Bruce Gilden,1946.0,,Male,1988,Photography
328,American,"Ship Construction, Bath, Maine",Clarence H. White,1871.0,1925.0,Male,1917,Photography
329,Swiss,Composition of Circles and Overlapping Angles,Sophie Taeuber-Arp,1889.0,1943.0,Female,1930,Painting & Sculpture
330,Austrian,Reste,Arnulf Rainer,1929.0,,Male,1978,Prints & Illustrated Books
331,German,Color Wheel (for Parkett no. 81),Cosima von Bonin,1962.0,,Female,2007,Prints & Illustrated Books
332,French,The Little Tear Gland That Says Tic Tac (La Petite fistule lacrimale qui dit tic tac),Max Ernst,1891.0,1976.0,Male,1920,Drawings
333,French,In-text plate (page 165) from DAPHNIS ET CHLOÉ,Pierre Bonnard,1867.0,1947.0,Male,1902,Prints & Illustrated Books
334,British,Headpiece (page 67) from FABLES,Thomas Bewick,1753.0,1828.0,Male,1818,Prints & Illustrated Books
335,Mexican,For the Benefit of Native Children (A Beneficio del Niño indigena),Isidoro Ocampo,1910.0,1983.0,Male,1925,Prints & Illustrated Books
336,Australian,Untitled,Peter Booth,1940.0,,Male,1984,Drawings
337,American,DWB Jahresversammlung,Herbert Bayer,1900.0,1985.0,Male,1929,Architecture & Design
338,French,Untitled from the portfolio Souvenirs du Camp de Chalons,Gustave Le Gray,1820.0,1884.0,Male,1857,Photography
339,French,"11th variant of ...AND ONE MUST DIE WITHOUT KILLING THE WIND... (volume I, 11th unnumbered folio) from PASIPHAÉ",Henri Matisse,1869.0,1954.0,Male,1962,Prints & Illustrated Books
340,American,Oklahoma,Lee Friedlander,1934.0,,Male,1973,Photography
341,American,"Reclining Chair with Rocker, with Arms (Perspective sketch)",Ludwig Mies van der Rohe,1886.0,1969.0,Male,1934,Architecture & Design
342,American,"Plate (folio 51) from Six Geometric Figures and All Their Combinations, Volume II",Sol LeWitt,1928.0,2007.0,Male,1980,Prints & Illustrated Books
343,German,Margarethe Kleinschmidt in a Wicker Chair (Margarethe Kleinschmidt im Korbstuhl),Paul Kleinschmidt,1883.0,1949.0,Male,1921,Prints & Illustrated Books
344,American,"Untitled, plate 9 of 9, from the illustrated book, Ode à Ma Mère",Louise Bourgeois,1911.0,2010.0,Female,1995,Prints & Illustrated Books
345,Japanese,"Dusk, Yokohama",Daido Moriyama,1938.0,,Male,1969,Photography
346,Dutch,Landscape Panoramas,Jan Dibbets,1941.0,,Male,1971,Photography
347,American,"Broken Egg, New York",Irving Penn,1917.0,2009.0,Male,1958,Photography
348,British,Ornamental initial V (page 8) from CANTICUM CANTICORUM SALOMONIS,Eric Gill,1882.0,1940.0,Male,1931,Prints & Illustrated Books
349,French,Montgeron (Saules),Eugène Atget,1857.0,1927.0,Male,1926,Photography
350,American,Footprints from Traveling. Limit of Reach,Robert Morris,1931.0,,Male,1976,Drawings
351,American,In-text plate (folio 34) from BIOTHERM,Jim Dine,1935.0,,Male,1990,Prints & Illustrated Books
352,American,Vertical Horizontals,Hedda Sterne,1910.0,,Female,1967,Prints & Illustrated Books
353,French,"Duplicate of wrapper front (supplementary suite, wrapper front) from CONTES",Henri Laurens,1885.0,1954.0,Male,1953,Prints & Illustrated Books
354,Chilean,"""UB""",Sergio Gonzalez-Tornero,1927.0,,Male,1961,Prints & Illustrated Books
355,Belgian,Untitled,Francis Alÿs,1959.0,,Male,2000,Media and Performance Art
356,Italian,Composition,Luigi Veronesi,1908.0,1998.0,Male,1935,Photography
357,American,"Meredith Memorial Hall, Drake University, Des Moines, IA (Exterior elevation)",Ludwig Mies van der Rohe,1886.0,1969.0,Male,1964,Architecture & Design
358,Venezuelan,Armando Reverón,Carlos Herrera,1909.0,1988.0,Male,1940,Photography
359,German,Low Tide Wandering No. 7 (Wattwanderung No. 7) from Low Tide Wandering (Wattwanderung),Thomas Schütte,1954.0,,Male,2001,Prints & Illustrated Books
360,American,Untitled,Ernest J. Bellocq,1873.0,1949.0,Male,1912,Photography
361,American,Plate (folio 32) from Capital in Pictures,Hugo Gellert,1892.0,1985.0,Male,1933,Prints & Illustrated Books
362,Cuban,Untitled,Rene Portocarrero,1914.0,1985.0,Male,1941,Drawings
363,French,"Tout, no. 9",Ben Vautier,1935.0,,Male,1965,Prints & Illustrated Books
364,Italian,Modena,Luigi Ghirri,1943.0,1992.0,Male,1971,Photography
365,American,Tortilla Flaps,Robert McKimson,1910.0,1977.0,Male,1958,Film
366,American,Models for Synthetic Pictures,Terry Winters,1949.0,,Male,1994,Prints & Illustrated Books
367,American,Fluxus is always 6 a.m.,Nam June Paik,1932.0,2006.0,Male,1976,Prints & Illustrated Books
368,American,The Farm,Louise Bourgeois,1911.0,2010.0,Female,1940,Prints & Illustrated Books
369,French,Trembling Text (Texte frissonnant) from the portfolio Textures from Phenomena (Les Phénomènes),Jean Dubuffet,1901.0,1985.0,Male,1959,Prints & Illustrated Books
370,American,"Library and Office Building of Salman Schocken, Jerusalem, Israel, Interior perspectives",Erich Mendelsohn,1887.0,1953.0,Male,1935,Architecture & Design
371,American,"Champfleurette, the White Cat",Louise Bourgeois,1911.0,2010.0,Female,1993,Prints & Illustrated Books
372,American,Zen For Film,Nam June Paik,1932.0,2006.0,Male,1965,Fluxus Collection
373,Swiss,Experiment,Roman Signer,1938.0,,Male,1982,Media and Performance Art
374,Cuban,Che,Francisco Blanco,,,Male,1972,Architecture & Design
375,Polish,Merry-go-round,Edward Dwurnik,1943.0,,Male,1985,Prints & Illustrated Books
376,American,"M.A.E., Boston",Nicholas Nixon,1947.0,,Male,1985,Photography
377,British,Art & Project Bulletin #90,Richard Long,1945.0,,Male,1975,Prints & Illustrated Books
378,French,Untitled from Favorite Objects,Christian Boltanski,1944.0,,Male,1998,Prints & Illustrated Books
379,American,"Cristo, Tlacochoaya, Oaxaca",Paul Strand,1890.0,1976.0,Male,1933,Photography
380,German,Boxer [Hein Domgörgen],August Sander,1876.0,1964.0,Male,1923,Photography
381,German,"German People - German Work Exhibit, Berlin, Germany, Final exhibit. Stove section. Plan.",Lilly Reich,1885.0,1947.0,Female,1934,Architecture & Design
382,American,Untitled from Gloria,Alex Katz,1927.0,,Male,2005,Prints & Illustrated Books
383,American,Seated Woman with Drapery,Gaston Lachaise,1882.0,1935.0,Male,1930,Drawings
384,French,Clown and Child from Cirque,Georges Rouault,1871.0,1958.0,Male,1930,Prints & Illustrated Books
385,Colombian,Untitled #32,José Antonio Suárez Londoño,1955.0,,Male,1982,Prints & Illustrated Books
386,French,Repeat of pictorial initial L from page 14 (page 228) from LES PETITES FLEURS,Émile Bernard,1868.0,1941.0,Male,1928,Prints & Illustrated Books
387,,Untitled,Unknown,,,Gender Unknown,1949,Photography
388,American,Zebra,Richard Francisco,1942.0,,Male,1973,Drawings
389,,Untitled,Unknown,,,Gender Unknown,1930,Photography
390,American,Earnestly Exhorting the Cook to Protect Isabella,Peggy Bacon,1895.0,1987.0,Female,1919,Prints & Illustrated Books
391,American,Marvin in Blue Sparkle Chair from God Love the Tragic Artist: Meg Cranston on the Life of Marvin Gaye,Meg Cranston,1960.0,,Female,1995,Drawings
392,American,"Factories, Lynn, Massachusetts",Walker Evans,1903.0,1975.0,Male,1932,Photography
393,Mexican,El fascismo. 7a. Conferencia: El fascismo japonés. Orador: Daniel Cosío Villegas. Viernes 9 de junio. Palacio de Bellas Artes... Liga Pro Cultura Alemana en México,Isidoro Ocampo,1910.0,1983.0,Male,1939,Prints & Illustrated Books
394,American,Reclining Chair without Arms (Elevation sketch),Ludwig Mies van der Rohe,1886.0,1969.0,Male,1931,Architecture & Design
395,French,"The Tavern (La Maison du traktir), plate XX (supplementary suite) from Les Âmes mortes",Marc Chagall,1887.0,1985.0,Male,1936,Prints & Illustrated Books
396,German,Untitled from the series Paris,Sigmar Polke,1941.0,2010.0,Male,1971,Photography
397,American,"Lulu, Gerrittsen Beach, Brooklyn",Thomas Roma,1950.0,,Male,1981,Photography
398,American,"Grizzly Giant, Mariposa Grove, Yosemite",Carleton E. Watkins,1829.0,1916.0,Male,1861,Photography
399,Russian,[title in Russian],Unknown,,,Gender Unknown,1970,Architecture & Design
400,Dutch,Untitled,Fré Cohen,1903.0,1943.0,Female,1931,Architecture & Design
401,American,"The Happy House, plate 7 of 7, from the portfolio, La Réparation",Louise Bourgeois,1911.0,2010.0,Female,2001,Prints & Illustrated Books
402,American,"FDR Drive & 23rd Street, from 19 Rainstorms",Neil Goldberg,1963.0,,Male,2000,Media and Performance Art
403,Japanese,Cover from TAMAR,Masuo Ikeda,1934.0,1997.0,Male,1961,Prints & Illustrated Books
404,American,"Poster for &lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;, Louise Lawler, Adrian Piper & Cindy Sherman, Artists Space, New York, September 23–October 28, 1978",Louise Lawler,1947.0,,Female,1978,Prints & Illustrated Books
405,Japanese,Another Day of a Housewife,Mako Idemitsu,1940.0,,Female,1978,Media and Performance Art
406,Indian,"Wall House, Auroville, India (Section)",Anupama Kundoo,1967.0,,Female,1998,Architecture & Design
407,French,"Sketchbook: El Golea, II",Jean Dubuffet,1901.0,1985.0,Male,1948,Drawings
408,French,"Sonia Delaunay. Städt Kunsthaus Bielefeld, 14.9.-26.10.1958",Sonia Delaunay-Terk,1885.0,1979.0,Female,1958,Architecture & Design
409,American,Untitled,Louise Bourgeois,1911.0,2010.0,Female,1999,Prints & Illustrated Books
410,French,"MR. STERN'S SALON: CLOCK AND BRONZE GILT VASES (after Paul Véra and P. Poisson; plate, page 95) from ARCHITECTURES",Jacques Villon,1875.0,1963.0,Male,1921,Prints & Illustrated Books
411,American,5:29 Bay Shore,Robert Rauschenberg,1925.0,2008.0,Male,1981,Prints & Illustrated Books
412,American,Untitled,Joel Shapiro,1941.0,,Male,1982,Drawings
